source_rel	curated_rel	reason	has_entry	assemble_rc
amiga_workspace/corpus/raw/amigaexamples/demos/moneypositas/toolkit.s	amiga_workspace/corpus/curated/amigaexamples/demos/moneypositas/toolkit.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/examples/dual_playfield/copperlist.s	amiga_workspace/corpus/curated/amigaexamples/examples/dual_playfield/copperlist.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/examples/dual_playfield/interrupt.s	amiga_workspace/corpus/curated/amigaexamples/examples/dual_playfield/interrupt.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/examples/dual_playfield/music.s	amiga_workspace/corpus/curated/amigaexamples/examples/dual_playfield/music.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/examples/image_fader/image.s	amiga_workspace/corpus/curated/amigaexamples/examples/image_fader/image.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/examples/image_fader/setup.s	amiga_workspace/corpus/curated/amigaexamples/examples/image_fader/setup.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/examples/image_fader/sound.s	amiga_workspace/corpus/curated/amigaexamples/examples/image_fader/sound.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/examples/lfsr_screen_fill/assembler_connector.s	amiga_workspace/corpus/curated/amigaexamples/examples/lfsr_screen_fill/assembler_connector.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/examples/mix.assembler_part.s	amiga_workspace/corpus/curated/amigaexamples/examples/mix.assembler_part.s	assemble_fail	1	1
amiga_workspace/corpus/raw/amigaexamples/examples/simple.s	amiga_workspace/corpus/curated/amigaexamples/examples/simple.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/examples/simple_bootblock/boot_and_do_nothing.s	amiga_workspace/corpus/curated/amigaexamples/examples/simple_bootblock/boot_and_do_nothing.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/examples/simple_bootblock/boot_and_load_track.s	amiga_workspace/corpus/curated/amigaexamples/examples/simple_bootblock/boot_and_load_track.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/framework/asminc/t7d/blitter.i	amiga_workspace/corpus/curated/amigaexamples/framework/asminc/t7d/blitter.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amigaexamples/framework/asminc/t7d/copper_fade.i	amiga_workspace/corpus/curated/amigaexamples/framework/asminc/t7d/copper_fade.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amigaexamples/framework/asminc/t7d/copper_tools.i	amiga_workspace/corpus/curated/amigaexamples/framework/asminc/t7d/copper_tools.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amigaexamples/framework/asminc/t7d/own.i	amiga_workspace/corpus/curated/amigaexamples/framework/asminc/t7d/own.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amigaexamples/framework/blitter.i	amiga_workspace/corpus/curated/amigaexamples/framework/blitter.i	not_runnable_ext	0	
amiga_workspace/corpus/raw/amigaexamples/framework/src/blitter.linear_copy.s	amiga_workspace/corpus/curated/amigaexamples/framework/src/blitter.linear_copy.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/framework/src/circallator.s	amiga_workspace/corpus/curated/amigaexamples/framework/src/circallator.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/framework/src/copper.create_bitplanepointers.s	amiga_workspace/corpus/curated/amigaexamples/framework/src/copper.create_bitplanepointers.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/framework/src/copper_fade.s	amiga_workspace/corpus/curated/amigaexamples/framework/src/copper_fade.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/framework/src/default_irq_routine.s	amiga_workspace/corpus/curated/amigaexamples/framework/src/default_irq_routine.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/framework/src/iff.s	amiga_workspace/corpus/curated/amigaexamples/framework/src/iff.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/framework/src/inflate.s	amiga_workspace/corpus/curated/amigaexamples/framework/src/inflate.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/framework/src/lz4_uncrunch.s	amiga_workspace/corpus/curated/amigaexamples/framework/src/lz4_uncrunch.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/framework/src/music.s	amiga_workspace/corpus/curated/amigaexamples/framework/src/music.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/framework/src/own.s	amiga_workspace/corpus/curated/amigaexamples/framework/src/own.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/framework/src/textmonochrome.s	amiga_workspace/corpus/curated/amigaexamples/framework/src/textmonochrome.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/framework/src/xoroshiro.s	amiga_workspace/corpus/curated/amigaexamples/framework/src/xoroshiro.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/get_workbench_screen.s	amiga_workspace/corpus/curated/amigaexamples/get_workbench_screen.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/scroller/assembler_connector.s	amiga_workspace/corpus/curated/amigaexamples/scroller/assembler_connector.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/scroller/music.s	amiga_workspace/corpus/curated/amigaexamples/scroller/music.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/scroller/scroller,sinus.68k.s	amiga_workspace/corpus/curated/amigaexamples/scroller/scroller,sinus.68k.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/scroller/scroller2.asm.s	amiga_workspace/corpus/curated/amigaexamples/scroller/scroller2.asm.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/scroller/scroller3.asm.s	amiga_workspace/corpus/curated/amigaexamples/scroller/scroller3.asm.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/simple/alcatraz_kefrens-bars/bars.s	amiga_workspace/corpus/curated/amigaexamples/simple/alcatraz_kefrens-bars/bars.s	assemble_fail	1	1
amiga_workspace/corpus/raw/amigaexamples/simple/deflate_test/image.s	amiga_workspace/corpus/curated/amigaexamples/simple/deflate_test/image.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/simple/deflate_test/inflate.asm	amiga_workspace/corpus/curated/amigaexamples/simple/deflate_test/inflate.asm	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/simple/display_image/display_image.s	amiga_workspace/corpus/curated/amigaexamples/simple/display_image/display_image.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/simple/interrupt/interrupt.s	amiga_workspace/corpus/curated/amigaexamples/simple/interrupt/interrupt.s	assemble_fail	1	1
amiga_workspace/corpus/raw/amigaexamples/simple/moire/moire.s	amiga_workspace/corpus/curated/amigaexamples/simple/moire/moire.s	assemble_fail	1	1
amiga_workspace/corpus/raw/amigaexamples/simple/moire/moirepattern.asm	amiga_workspace/corpus/curated/amigaexamples/simple/moire/moirepattern.asm	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/simple/plasma/plasma.s	amiga_workspace/corpus/curated/amigaexamples/simple/plasma/plasma.s	assemble_fail	1	1
amiga_workspace/corpus/raw/amigaexamples/simple/plasma/plasma2.s	amiga_workspace/corpus/curated/amigaexamples/simple/plasma/plasma2.s	assemble_fail	1	1
amiga_workspace/corpus/raw/amigaexamples/simple/plasma/sinus.s	amiga_workspace/corpus/curated/amigaexamples/simple/plasma/sinus.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/simple/play_sample/play_sample.s	amiga_workspace/corpus/curated/amigaexamples/simple/play_sample/play_sample.s	assemble_fail	1	1
amiga_workspace/corpus/raw/amigaexamples/simple/scroller_n_image/fader.code.s	amiga_workspace/corpus/curated/amigaexamples/simple/scroller_n_image/fader.code.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/simple/scroller_n_image/scroller_n_image.s	amiga_workspace/corpus/curated/amigaexamples/simple/scroller_n_image/scroller_n_image.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/simple/sprite_example/sprite_example.s	amiga_workspace/corpus/curated/amigaexamples/simple/sprite_example/sprite_example.s	assemble_fail	1	1
amiga_workspace/corpus/raw/amigaexamples/simple/sprite_example/sprite_example_move.s	amiga_workspace/corpus/curated/amigaexamples/simple/sprite_example/sprite_example_move.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/simple/static_image/draw_font.s	amiga_workspace/corpus/curated/amigaexamples/simple/static_image/draw_font.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/simple/static_image/music.s	amiga_workspace/corpus/curated/amigaexamples/simple/static_image/music.s	no_entry_hint	0	
amiga_workspace/corpus/raw/amigaexamples/simple/static_image/static2.s	amiga_workspace/corpus/curated/amigaexamples/simple/static_image/static2.s	assemble_fail	1	1
amiga_workspace/corpus/raw/amigaexamples/simple/static_image/static_image.s	amiga_workspace/corpus/curated/amigaexamples/simple/static_image/static_image.s	assemble_fail	1	1
amiga_workspace/corpus/raw/amigaexamples/simple/supervisor/supervisor.s	amiga_workspace/corpus/curated/amigaexamples/simple/supervisor/supervisor.s	assemble_fail	1	1
amiga_workspace/corpus/raw/amigaexamples/simple/task_switching_off.s	amiga_workspace/corpus/curated/amigaexamples/simple/task_switching_off.s	no_entry_hint	0	
